user_id,first_name,last_name,email,gender,age,contact_info,location,total_balance,transaction_count,total_spent,account_age
175,Sarita,Maharjan,sarita.maharjan@YAHoo.com,M,44,9816222720,rasuwa,2432.73,436,1575.56,539
176,Pramila,Neupane,pramila.neupane@Yahoooo.com,M,17,9811570032,Bhaktapur,10746.02,438,6675.05,930
177,Roshan,Dahal,roshan.dahal@yahoo.com,Male,28,9846273268,Kathmandu,46454.81,26,38688.95,391
178,Roshan,Lama,roshan.lama@GMAIL.COM,Male,29,9888905116,lalitpur4443,10323.11,243,9264.2,707
179,Nurpu,Thapa,nurpu.thapa@yahoo.com,M,48,9822223921,Pokhara,36645.69,164,47697.96,958
180,Gita,Rana,gita.rana@YAHoo.com,Female,38,9837418410,Kathm#$ndu,19576.93,111,18185.61,891
181,Sarita,Wangchuk,sarita.wangchuk@gmail.in,M,51,9832283261,Biratn@gar,18868.91,179,10390.21,799
182,Krishna,Khatri,krishna.khatri@YAHoo.com,M,21,9893203081,Pokhara123Chitwan,21056.19,470,22016.05,649
183,Rohan,Shakya,rohan.shakya@GMAIL.COM,Male,38,9842549780,Pokhara123Chitwan,13369.32,254,17192.67,262
184,Karuna,Shyangba,karuna.shyangba@GMAIL.COM,Other,40,9820990926,Kathm#$ndu,17213.77,133,11346.37,430
185,Rajan,Khadka,rajan.khadka@Yahoooo.com,Female,34,,Bhaktapur,783.55,306,606.03,711
186,Nawin,Pandit,nawin.pandit@YAHoo.com,Other,30,9874151508,Pokahara,45475.14,429,55453.54,643
187,nurpu,Subedi,nurpu.subedi@yahoo.com,M,58,9811780215,Pokhara,26791.52,322,32342.9,-17
188,Bimal,Ghale,bimal.ghale@gmail.com,Other,31,9881572859,P0khara,42348.46,278,50519.37,192
189,Sunita,Shyangba,sunita.shyangba@yahoo.com,F,-1,9828533840,Kathm#$ndu,31862.9,100,30619.64,387
190,Pramila,Sherpa,pramila.sherpa@YAHoo.com,Male,41,9853457471,Kathmandu,37918.54,471,56781.6,114
191,Krishna,Limbu,krishna.limbu@gmail.com,Other,44,9891811786,Bhaktapur,6638.66,177,8154.22,-25
192,Karuna,Tamang,karuna.tamang@gmail.com,Female,32,9829114738,lalitpur4443,10284.89,375,9423.2,372
193,kalpana,Bhattarai,kalpana.bhattarai@Yahoooo.com,M,19,9831998772,Pokhara,38449.51,100,24163.62,24
194,Kalpana,Shakya,kalpana.shakya@Yahoooo.com,F,17,9820115652,Kathmandu,7912.41,67,8132.27,513
195,Rohan,Budhathoki,rohan.budhathoki@GMAIL.COM,Male,44,9877349493,lalitpur4443,44826.56,331,57661.24,644
196,Bibek,Shakya,bibek.shakya@YAHoo.com,Other,44,9817201385,Pokhara123Chitwan,45104.65,351,26317.46,842
197,Sanjay,Dahal,sanjay.dahal@yahoo.com,Female,33,9844375779,Rasuwa,33230.38,321,36645.06,732
198,Lampasang,Subedi,lampasang.subedi@GMAIL.COM,Male,47,9870908258,Balen City,220.06,182,264.75,102
199,Mingmar,Dangol,mingmar.dangol@YAHoo.com,M,59,9871607696,Pokhara123Chitwan,29576.1,346,15472.01,587
200,Akash,Subedi,akash.subedi@gmail.com,Female,32,9896973404,Bhaktapur,11447.41,178,8984.03,544
201,Suresh,Acharya,suresh.acharya@gmail.com,Male,39,9860854822,P0khara,16157.44,494,11210.66,664
202,Laxmi,Damrang,laxmi.damrang@yahoo.com,Female,35,,Kathmandu,11923.28,379,12916.29,141
203,Arjun,Poudel,arjun.poudel@gmail.in,Other,45,9825435042,Rasuwa,23942.92,225,32561.21,779
204,Kunsel,Thapa,kunsel.thapa@gmail.in,F,25,9885567894,Raasuwa,27691.18,474,40594.61,601
205,Sanjay,Giri,sanjay.giri@gmail.com,F,32,9887902616,Raasuwa,15089.65,263,19827.08,483
206,Ramesh,Magar,ramesh.magar@Yahoooo.com,Female,51,9896253738,Pokhara123Chitwan,35776.42,57,25432.19,387
207,Suman,Giri,suman.giri@gmail.com,Male,45,9888771519,Kathm#$ndu,31051.45,101,39326.34,270
208,Bibek,Sherpa,,F,28,9889538853,rasuwa,10794.73,401,7882.94,527
209,Suman,Gurung,suman.gurung@gmail.com,Male,26,9858667258,Rasuwa,49880.49,17,38166.46,465
210,Arjun,Maharjan,arjun.maharjan@Yahoooo.com,Male,27,9817949721,Kathmandu,5784.99,396,3388.43,779
211,Kalpana,Subedi,kalpana.subedi@gmail.in,Female,41,9886535735,Bhaktapur,23010.09,51,15999.21,571
212,Anil,Bote,anil.bote@GMAIL.COM,F,45,9880538954,rasuwa,7975.1,184,7701.99,114
213,Nawin,Khatri,nawin.khatri@YAHoo.com,F,23,9861040146,Raasuwa,12224.12,3,12110.3,665
214,Sachin,Bote,sachin.bote@YAHoo.com,Male,48,9817967296,Biratn@gar,43030.98,56,35248.66,823
215,Hari,Rai,hari.rai@gmail.in,Other,19,9860568966,Pokhara123Chitwan,37637.76,232,51730.97,769
216,Sunita,Neupane,sunita.neupane@Yahoooo.com,F,18,9843891333,P0khara,30705.3,324,22884.72,249
217,Roshan,Basnet,roshan.basnet@gmail.in,M,19,9876918995,Pokhara123Chitwan,30668.64,129,27796.56,813
218,Karuna,Poudel,karuna.poudel@GMAIL.COM,F,48,9827389903,Balen City,4727.14,72,5957.39,528
219,Mina,Karki,mina.karki@Yahoooo.com,M,27,9846424105,Pokahara,19787.76,38,26180.96,287
220,Laxmi,Bista,laxmi.bista@GMAIL.COM,Other,19,9819345559,Kathm#$ndu,33202.0,173,28849.58,-31
221,Suresh,Dhakal,suresh.dhakal@yahoo.com,Female,19,9810404045,Pokhara123Chitwan,8364.22,126,9767.45,824
222,Dipak,Ghale,dipak.ghale@gmail.com,F,52,9891215821,lalitpur4443,27160.0,217,26981.96,803
223,Nisha,Shrestha,nisha.shrestha@gmail.in,Female,42,9893047754,Pokhara123Chitwan,21856.16,56,20940.08,733
224,Rajesh,Damrang,,Other,20,9854815269,Balen City,12324.05,385,16467.54,877
225,Mingmar,Khadka,mingmar.khadka@yahoo.com,Male,44,9810924157,Kathm#$ndu,29023.76,424,30103.58,603
226,RAJESH,Thapa,rajesh.thapa@Yahoooo.com,F,42,9877024749,lalitpur4443,5333.22,19,6983.88,837
227,Sabita,Dangol,sabita.dangol@Yahoooo.com,Other,18,9813604737,Pokhara123Chitwan,40468.41,246,59928.91,219
228,Tenjin,Shakya,tenjin.shakya@yahoo.com,Other,18,9870078698,Raasuwa,39243.27,360,55177.11,453
229,Shanti,Damrang,shanti.damrang@gmail.com,Female,54,9823411699,Biratn@gar,30459.22,96,32889.48,409
230,Nawin,Chaudhari,nawin.chaudhari@YAHoo.com,Male,54,9864610889,Pokhara123Chitwan,18916.72,225,17989.03,789
231,Krishna,Giri,krishna.giri@GMAIL.COM,Other,40,9817726714,lalitpur4443,14776.58,38,10421.94,401
232,Rohan,Poudel,rohan.poudel@Yahoooo.com,Male,58,9883858992,Biratn@gar,41854.67,247,48002.52,537
233,Renjen,Ghimire,,M,30,9843267651,Biratn@gar,3441.73,275,3500.54,213
234,Pooja,Rana,,Female,46,,Raasuwa,28511.12,238,16840.15,910
235,Sarita,Acharya,sarita.acharya@GMAIL.COM,Male,33,9841639584,Rasuwa,11281.3,248,11391.69,891
236,Sachin,Thapa,sachin.thapa@gmail.in,F,49,,rasuwa,44134.07,188,63282.27,460
237,Kalpana,Chaudhari,kalpana.chaudhari@GMAIL.COM,Other,57,9869545930,Pokahara,45209.36,43,59194.22,351
238,Sabita,Magar,sabita.magar@gmail.in,M,46,9846861535,Kathmandu,28996.57,409,26634.96,421
239,Sabita,Koirala,sabita.koirala@Yahoooo.com,Male,49,9868690679,Pokhara,40601.86,236,37375.49,835
240,Bishnu,Giri,,Male,36,9865414480,Rasuwa,25412.1,369,22260.99,619
241,Anjali,Adhikari,anjali.adhikari@gmail.in,Female,41,9875567997,Pokahara,22902.98,474,21703.72,429
242,Rajan,Karki,rajan.karki@gmail.com,Female,18,9817506334,Kathm#$ndu,4143.25,170,5287.46,317
243,Mingmar,Magar,mingmar.magar@Yahoooo.com,M,25,9872077616,Pokahara,36407.55,212,43932.38,10
244,Kalpana,Gurung,kalpana.gurung@yahoo.com,F,23,9827450128,Rasuwa,25225.25,142,24125.2,361
245,Gita,Khanal,gita.khanal@yahoo.com,M,29,9894699413,Lalitpur,10674.97,284,7532.52,962
246,Deepak,Dangol,deepak.dangol@YAHoo.com,M,19,9892646724,Lalitpur,12658.5,430,18505.86,273
247,Rajesh,Subedi,rajesh.subedi@GMAIL.COM,Male,27,,lalitpur4443,16316.16,219,22526.14,930
248,Suresh,Lama,suresh.lama@yahoo.com,F,24,9859172596,lalitpur4443,45203.5,356,51404.79,192
249,Dinesh,Shyangba,dinesh.shyangba@Yahoooo.com,Male,52,9898985590,Kathmandu,8908.51,114,13132.65,11
250,Sanjay,Pandit,sanjay.pandit@YAHoo.com,M,31,9840964889,P0khara,45738.42,287,49657.68,686
251,mina,Bote,mina.bote@gmail.in,Other,57,9895841445,Kathmandu,8887.73,253,13090.61,528
252,sachin,Bote,sachin.bote@gmail.com,Male,50,9834701656,Bhaktapur,16031.4,351,18548.65,921
253,Krishna,Shrestha,krishna.shrestha@yahoo.com,Male,39,9815884563,Pokhara123Chitwan,32945.57,452,21652.53,772
254,Dinesh,Karki,dinesh.karki@gmail.in,F,27,9867821422,Biratn@gar,7442.54,66,4795.03,699
255,Bimal,Bhandari,bimal.bhandari@Yahoooo.com,Male,42,9836256254,Biratn@gar,10864.95,72,13639.62,908
256,Anjali,Wangchuk,anjali.wangchuk@yahoo.com,Other,20,9811475596,Balen City,45030.79,302,37427.57,224
257,Renjen,Lama,renjen.lama@gmail.com,Male,24,9897194658,Pokahara,26195.67,179,20695.5,306
258,LAXMI,Limbu,laxmi.limbu@yahoo.com,Male,55,9822160923,Rasuwa,2525.13,47,2405.09,184
259,pramila,Bomjan,pramila.bomjan@GMAIL.COM,M,19,9851948008,Kathm#$ndu,45677.54,459,37260.23,789
260,Pooja,Ghale,pooja.ghale@gmail.in,Male,-1,9865438481,Rasuwa,26750.36,428,34561.34,715
261,Sachin,Poudel,,M,51,9822238322,Kathm#$ndu,45023.46,395,67031.14,222
262,Bimal,Ghimire,bimal.ghimire@Yahoooo.com,Other,58,9835364479,rasuwa,29976.34,182,27278.91,867
263,Kunsel,Khatri,kunsel.khatri@Yahoooo.com,F,50,9897138660,P0khara,39082.39,66,21420.78,399
264,Bishnu,Poudel,bishnu.poudel@gmail.com,M,59,9864319970,lalitpur4443,29778.84,50,41648.69,395
265,Pramila,Maharjan,pramila.maharjan@yahoo.com,Male,-1,9868758324,Kathmandu,3102.64,463,2962.87,-36
266,Krishna,Koirala,krishna.koirala@gmail.com,M,25,9883023935,lalitpur4443,3770.22,384,2009.79,814
267,Samjhana,Khadka,samjhana.khadka@YAHoo.com,Male,46,9836875418,Biratn@gar,9234.36,385,9564.65,259
268,Sachin,Adhikari,sachin.adhikari@YAHoo.com,Male,16,9884283800,Kathm#$ndu,13698.6,56,19543.86,944
269,Manju,Thapa,,M,54,9811281070,lalitpur4443,27905.81,172,35947.15,265
270,Ramesh,Bhattarai,ramesh.bhattarai@YAHoo.com,Male,31,9887921163,Pokhara123Chitwan,28370.52,126,38433.81,86
271,Rohan,Khanal,rohan.khanal@Yahoooo.com,Female,41,,Pokhara,12034.6,98,17102.16,455
272,Manju,Chaudhari,manju.chaudhari@YAHoo.com,M,22,9873191540,Kathm#$ndu,8653.32,356,12564.42,679
273,samjhana,Damrang,,M,52,,P0khara,8649.83,11,8817.96,439
274,Dipak,Dhakal,dipak.dhakal@GMAIL.COM,M,49,9881833958,Kathmandu,9027.24,113,10014.25,442
275,Ramesh,Dhakal,ramesh.dhakal@gmail.in,F,43,,Bhaktapur,5872.93,79,7780.2,912
276,Gita,Khadka,gita.khadka@gmail.com,Other,36,9860601513,Kathm#$ndu,46694.81,299,47522.5,504
277,Priya,Rai,priya.rai@GMAIL.COM,Male,59,9816960286,Bhaktapur,21942.73,152,14887.85,931
278,Laxmi,Khatri,laxmi.khatri@GMAIL.COM,Other,55,9884051612,Biratn@gar,5940.79,57,3854.17,211
279,Sangita,Subedi,sangita.subedi@YAHoo.com,F,23,9879250748,Lalitpur,30164.77,146,27111.7,903
280,Roshan,Sapkota,roshan.sapkota@Yahoooo.com,Other,58,9838452782,rasuwa,29216.15,263,39932.21,919
281,Rekha,Pandey,rekha.pandey@Yahoooo.com,Male,21,9870111668,Rasuwa,6444.42,413,7909.08,318
282,Mingmar,Dhakal,mingmar.dhakal@YAHoo.com,M,39,9841618744,Pokhara,34560.48,158,35028.85,515
283,Karuna,Bomjan,karuna.bomjan@yahoo.com,M,19,,Pokahara,46582.89,164,61713.0,200
284,Sabina,Wangchuk,sabina.wangchuk@Yahoooo.com,Female,32,9829229559,Kathmandu,37329.63,263,35216.61,529
285,Suman,Bista,,M,18,9867410241,rasuwa,18175.49,77,16077.59,-45
286,Samjhana,Magar,samjhana.magar@gmail.com,Other,48,9850692098,P0khara,40152.0,417,58510.63,20
287,Roshan,Ghimire,roshan.ghimire@Yahoooo.com,Other,23,9825551189,rasuwa,45975.63,321,30087.31,295
288,Rajan,Chaudhari,rajan.chaudhari@GMAIL.COM,Other,49,9825960707,Pokhara123Chitwan,7117.2,94,5999.12,243
289,Bibek,Wangchuk,bibek.wangchuk@GMAIL.COM,F,35,9839477215,Raasuwa,31089.35,481,18149.92,989
290,Priya,Khatri,priya.khatri@gmail.in,Male,43,9875939233,Kathmandu,41367.56,126,59857.71,372
291,Sarita,Ghale,sarita.ghale@gmail.com,Female,23,9883083361,Pokhara123Chitwan,31571.12,292,40000.23,33
292,Suman,Ghimire,suman.ghimire@yahoo.com,Male,47,9821557567,Bhaktapur,18191.5,133,25399.78,40
293,Samjhana,Pandey,samjhana.pandey@GMAIL.COM,M,20,9826045629,Kathm#$ndu,16280.84,65,11530.62,433
294,Priya,Pandey,priya.pandey@Yahoooo.com,Male,56,9854640601,Pokhara123Chitwan,6785.44,106,7283.64,945
295,Manju,Lama,,F,49,9877676591,Pokhara123Chitwan,27142.98,50,36585.62,21
296,deepak,Ghale,deepak.ghale@Yahoooo.com,Female,24,9820907725,Kathm#$ndu,44646.59,300,54546.84,-29
297,Bikram,Rana,,M,39,9815607362,Lalitpur,19570.87,240,15171.58,258
298,Deepak,Pandey,deepak.pandey@gmail.com,M,24,9816235518,Rasuwa,39066.21,36,52354.84,243
299,Shanti,Pandit,shanti.pandit@yahoo.com,F,25,9829184488,rasuwa,4363.99,5,6030.2,606
300,Pramila,Bista,pramila.bista@gmail.com,F,45,9868717407,Pokahara,10138.53,299,7084.39,381
301,Bishnu,Dahal,bishnu.dahal@yahoo.com,M,50,9887830749,Raasuwa,20101.32,135,11041.32,807
302,Akash,Khanal,akash.khanal@Yahoooo.com,F,19,9844196316,Pokahara,44427.75,427,54345.32,368
303,Bishnu,Dangol,bishnu.dangol@gmail.com,Male,26,9891339599,Biratn@gar,5791.95,127,5721.52,273
304,Aarun,Neupane,aarun.neupane@gmail.in,F,34,9889310318,Kathmandu,46071.41,115,40863.64,62
305,Rajesh,Khanal,rajesh.khanal@gmail.com,Male,-1,9815905764,Kathm#$ndu,826.46,413,523.72,961
306,Nurpu,Neupane,nurpu.neupane@yahoo.com,M,42,9875256916,rasuwa,27959.94,357,36561.63,685
307,Rekha,Gurung,rekha.gurung@GMAIL.COM,F,27,9817200334,Pokahara,46141.96,307,65187.82,574
308,Gita,Thapa,gita.thapa@gmail.com,Other,27,9864049435,Pokhara123Chitwan,4368.5,171,2550.16,686
309,Hari,Ghale,hari.ghale@Yahoooo.com,M,47,9843251704,Lalitpur,39556.12,323,25865.97,798
310,Priya,Subedi,priya.subedi@Yahoooo.com,Female,26,9855033516,Pokahara,28577.52,364,18522.25,951
311,ARJUN,Rana,arjun.rana@YAHoo.com,M,49,,rasuwa,47515.52,369,55775.31,322
312,Hari,Sherpa,hari.sherpa@gmail.com,M,47,9834528603,Biratn@gar,19943.29,280,13692.09,276
313,Sita,Poudel,sita.poudel@gmail.in,Other,58,9894851750,Pokahara,6801.19,142,8767.99,893
314,SANJAY,Shakya,sanjay.shakya@YAHoo.com,Other,47,9831065624,Kathm#$ndu,44858.57,410,36456.97,469
315,Suman,Dangol,suman.dangol@gmail.in,Male,56,9857268501,Rasuwa,38308.91,98,23100.59,326
316,Kunsel,Lamichhane,kunsel.lamichhane@gmail.com,Other,19,9874777986,lalitpur4443,17818.16,422,22072.25,337
317,Dipak,Gurung,dipak.gurung@GMAIL.COM,F,22,9871118411,Kathmandu,12710.51,489,8172.44,711
318,Kalpana,Ghale,kalpana.ghale@Yahoooo.com,Other,47,9838230226,Balen City,6887.06,314,4636.06,946
319,Bikram,Lamichhane,bikram.lamichhane@Yahoooo.com,Female,26,9889451319,Kathmandu,48321.61,409,46298.73,0
320,Sabina,Dahal,sabina.dahal@gmail.com,Other,27,9873075134,Kathm#$ndu,5171.52,9,2706.57,587
321,aarun,Wangchuk,aarun.wangchuk@yahoo.com,F,45,9891436258,Raasuwa,7424.13,35,4156.57,592
322,Deepak,Bhattarai,deepak.bhattarai@Yahoooo.com,Other,21,9886369746,Lalitpur,24413.95,394,34994.27,292
323,Nisha,Sapkota,nisha.sapkota@gmail.com,F,53,9894400961,Kathmandu,5261.49,123,2678.29,431
324,Renjen,Koirala,renjen.koirala@yahoo.com,M,-1,9886651029,Kathmandu,20615.98,429,18439.58,506
325,Nurpu,Damrang,nurpu.damrang@gmail.com,Male,31,9886410897,Kathmandu,46482.98,454,57830.43,27
326,Lampasang,Thapa,lampasang.thapa@YAHoo.com,Female,24,9893768416,Kathm#$ndu,30379.94,142,40370.52,512
327,Mingmar,Koirala,mingmar.koirala@YAHoo.com,F,20,9827916888,Lalitpur,9691.39,27,9623.73,645
328,Sachin,Maharjan,sachin.maharjan@gmail.com,F,24,9820803153,Balen City,40178.94,486,50096.77,109
329,Anil,Ghimire,anil.ghimire@gmail.in,Male,33,9870765039,Rasuwa,28075.07,433,15979.24,505
330,Karuna,Bhattarai,karuna.bhattarai@gmail.com,Other,30,9834464985,Balen City,9843.71,167,12197.01,705
331,sunita,Pandey,sunita.pandey@Yahoooo.com,Female,52,9857039320,Bhaktapur,6071.17,189,8212.16,544
332,Kalpana,Magar,,M,35,9823655200,Biratn@gar,23788.23,213,17227.59,172
333,Sabina,Oli,sabina.oli@Yahoooo.com,Male,17,,Raasuwa,9357.31,453,11265.0,432
334,Aarun,Bhandari,aarun.bhandari@gmail.com,Other,50,9843138691,lalitpur4443,27089.34,175,21682.61,769
335,Gita,Shrestha,gita.shrestha@yahoo.com,Other,46,9874627272,Biratn@gar,15874.71,134,9023.53,703
336,Pramila,Bhandari,pramila.bhandari@GMAIL.COM,Male,43,9822463759,Rasuwa,28398.12,22,36935.83,424
